Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,raze,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,killjoy,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,jett,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,sova,0.33
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,kayo,0.67
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,cypher,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,gekko,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,harbor,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,sage,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Icebox,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,viper,0.67
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,raze,0.67
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,jett,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,sova,0.67
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,kayo,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,fade,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,cypher,0.67
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,gekko,0.33
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,breach,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,chamber,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,phoenix,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,neon,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Sunset,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,omen,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,viper,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,raze,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,jett,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,sova,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,kayo,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,cypher,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,gekko,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,skye,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,harbor,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,breach,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,brimstone,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,reyna,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Bind,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,omen,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,raze,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,jett,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,sova,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,kayo,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,cypher,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,yoru,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Breeze,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,viper,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,raze,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,jett,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,sova,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,kayo,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,fade,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,cypher,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,skye,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,breach,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Split,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,viper,0.81
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,omen,0.64
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,killjoy,0.52
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,raze,0.52
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,jett,0.43
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,kayo,0.31
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,sova,0.31
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,fade,0.26
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,gekko,0.26
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,cypher,0.24
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,skye,0.19
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,chamber,0.12
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,yoru,0.07
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,harbor,0.07
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,brimstone,0.07
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,neon,0.05
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,phoenix,0.05
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,sage,0.05
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,breach,0.02
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,All Maps,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,viper,0.93
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,killjoy,0.71
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,raze,0.86
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,jett,0.07
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,kayo,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,sova,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,fade,0.79
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,gekko,0.14
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,cypher,0.07
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,skye,0.07
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,chamber,0.21
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,neon,0.14
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Lotus,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,omen,0.13
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,killjoy,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,raze,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,jett,0.88
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,kayo,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,sova,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,gekko,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,cypher,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,sage,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Icebox,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,viper,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,killjoy,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,raze,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,jett,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,kayo,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,sova,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,cypher,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Ascent,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,viper,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,omen,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,raze,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,jett,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,kayo,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,sova,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,gekko,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,cypher,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,skye,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,harbor,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,brimstone,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Bind,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,omen,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,raze,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,jett,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,kayo,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,sova,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,cypher,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,yoru,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,harbor,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Breeze,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,raze,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,jett,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,kayo,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,sova,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,cypher,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,skye,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Split,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,viper,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,raze,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,jett,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,kayo,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,sova,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,gekko,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,cypher,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,chamber,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,phoenix,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,breach,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Sunset,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,viper,0.76
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,omen,0.68
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,raze,0.58
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,killjoy,0.47
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,jett,0.39
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,kayo,0.34
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,sova,0.29
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,cypher,0.26
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,gekko,0.26
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,skye,0.21
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,fade,0.18
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,sage,0.16
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,breach,0.11
