Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,chamber,0.08
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,yoru,0.05
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,harbor,0.05
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,brimstone,0.05
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,neon,0.03
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,astra,0.03
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,All Maps,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,raze,0.88
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,killjoy,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,jett,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,kayo,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,sova,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,cypher,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,gekko,0.13
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,fade,0.88
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,chamber,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,neon,0.13
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Lotus,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,omen,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,raze,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,killjoy,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,jett,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,kayo,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,sova,0.33
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,cypher,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,gekko,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,sage,0.67
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Icebox,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,viper,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,raze,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,killjoy,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,jett,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,kayo,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,sova,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,cypher,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Ascent,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,omen,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,raze,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,jett,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,kayo,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,sova,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,cypher,0.33
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,skye,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,breach,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,chamber,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,yoru,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,astra,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Split,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,viper,0.33
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,raze,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,killjoy,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,jett,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,kayo,0.33
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,sova,0.33
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,cypher,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,gekko,0.67
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,sage,0.33
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,breach,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Sunset,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,omen,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,raze,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,jett,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,kayo,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,sova,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,cypher,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,gekko,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,skye,0.75
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,harbor,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,brimstone,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Bind,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,omen,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,raze,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,jett,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,kayo,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,sova,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,cypher,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,yoru,0.5
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Breeze,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,viper,0.72
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,omen,0.63
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,raze,0.59
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,sova,0.41
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,cypher,0.41
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,jett,0.38
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,kayo,0.28
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,skye,0.28
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,killjoy,0.25
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,gekko,0.22
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,fade,0.19
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,brimstone,0.16
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,yoru,0.13
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,chamber,0.09
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,breach,0.06
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,harbor,0.06
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,astra,0.06
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,neon,0.03
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,phoenix,0.03
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,sage,0.03
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,All Maps,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,viper,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,omen,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,raze,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,sova,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,cypher,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,jett,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,kayo,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,killjoy,0.67
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,sage,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Ascent,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,viper,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,omen,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,raze,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,sova,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,cypher,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,jett,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,kayo,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,skye,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,gekko,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,brimstone,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,yoru,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,harbor,0.33
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,astra,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,neon,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,phoenix,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,sage,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,iso,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,reyna,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,deadlock,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Bind,clove,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,viper,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,omen,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,raze,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,sova,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,cypher,0.83
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,jett,1.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,kayo,0.17
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,skye,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,killjoy,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,gekko,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,fade,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,brimstone,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,yoru,0.67
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,chamber,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,breach,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,harbor,0.0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Breeze,astra,0.33
